"gndr","agea","cntry","rgn","ctzmod","brnmod","domicil","prtnr","pdwrkp","isco08p","edumod","edutre","edupmod","eduptre","omogamia","chld3","chld10","chld14","anweight","psu","stratum","pdwrk"
"male",29,"IE","North Europe","autochthonous","Rich","Small City",1,1,"services and sales workers",5,3,5,3,1,0,0,0,0.240767153581822,11260,1803,1
"female",35,"IE","North Europe","autochthonous","Rich","Small City",1,1,"professionals and employees",7,3,6,3,1,1,1,1,0.102341115606865,11258,1830,0
"male",45,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"professionals and employees",5,3,5,3,1,0,1,2,0.179631873668754,11215,1783,1
"male",25,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,0,0.520105893475735,10965,1852,1
"female",33,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.235226749554545,10863,1902,0
"female",37,"IE","North Europe","autochthonous","Rich","Big City",1,1,"skilled manual workers",3,2,7,3,0,0,1,1,0.144765351423684,11159,1683,0
"female",33,"IE","North Europe","ethnic minorities","Rich","Country Village",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,1,0.0898063508264363,11341,1649,0
"female",38,"IE","North Europe","autochthonous","Rich","Small City",1,1,"manager",6,3,3,2,0,0,0,0,0.144765351423684,11418,1822,1
"female",53,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,0,"6666666666",2,1,2,1,1,0,0,0,0.0723826757118419,11150,1854,0
"male",50,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",4,2,6,3,0,0,2,2,0.269447810503131,11428,1799,1
"female",36,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",6,3,7,3,1,1,1,1,0.144765351423684,11134,1793,1
"female",41,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"services and sales workers",7,3,5,3,1,1,3,3,0.144765351423684,11121,1813,1
"male",46,"IE","North Europe","autochthonous","Rich","Country Village",1,1,"services and sales workers",6,3,5,3,1,0,0,0,0.194020718437839,11208,1761,1
"male",39,"IE","North Europe","immigrant","Rich","Farm or Countryside",1,1,"professionals and employees",2,1,7,3,0,1,2,3,0.137162022030887,11374,1904,1
"female",31,"IE","North Europe","native","Rich","Small City",1,1,"professionals and employees",3,2,3,2,1,0,2,2,0.235226749554545,10842,1736,1
"male",54,"IE","North Europe","autochthonous","Rich","Country Village",1,1,"professionals and employees",2,1,6,3,0,0,0,0,0.194020718437839,11399,1717,1
"male",53,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"professionals and employees",4,2,6,3,0,0,2,2,0.179631873668754,11412,1896,1
"female",43,"IE","North Europe","autochthonous","Rich","Small City",1,1,"professionals and employees",4,2,5,3,0,0,0,2,0.144765351423684,11018,1656,1
"female",47,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.0723826757118419,11087,1869,1
"male",46,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"services and sales workers",6,3,5,3,1,0,0,0,0.411485891240585,11391,1912,1
"male",55,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",1,1,7,3,0,0,0,0,0.193665007602406,11133,1803,1
"male",52,"IE","North Europe","native","America","Small City",1,1,"professionals and employees",7,3,5,3,1,0,0,1,0.388041436875677,11054,1874,1
"male",27,"IE","North Europe","ethnic minorities","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",4,2,7,3,0,0,0,0,0.390079471533883,11164,1927,1
"female",39,"IE","North Europe","immigrant","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",8,3,6,3,1,0,0,0,0.144765351423684,11106,1885,1
"female",46,"IE","North Europe","autochthonous","Rich","Small City",1,1,"professionals and employees",6,3,7,3,1,1,2,3,0.144765351423684,11020,1858,1
"female",32,"IE","North Europe","native","Africa","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,1,2,0.254068829853761,11154,1748,0
"female",39,"IE","North Europe","autochthonous","Rich","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.144765351423684,10848,1806,1
"male",32,"IE","North Europe","immigrant","Rich","Small City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.130026473368934,11178,1830,1
"female",46,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",1,1,6666666666,6666666666,6666666666,0,1,1,0.0511705578034326,11277,1721,0
"male",52,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.0685810110154435,11373,1677,0
"male",44,"IE","North Europe","autochthonous","Rich","Small City",1,1,"professionals and employees",3,2,5,3,0,0,0,0,0.194020718437839,10961,1897,1
"male",49,"IE","North Europe","immigrant","Rich","Farm or Countryside",1,1,"professionals and employees",4,2,4,2,1,0,0,0,0.194020718437839,11008,1711,1
"female",43,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.0670146706889629,10871,1649,1
"male",33,"IE","North Europe","immigrant","Rich","Big City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,0,0.260052946737868,11109,1670,1
"male",25,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.367686351275921,11364,1779,1
"female",52,"IE","North Europe","autochthonous","Rich","Country Village",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.0723826757118419,11172,1755,1
"female",30,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",7,3,3,2,0,0,2,2,0.254068829853761,11066,1893,1
"female",38,"IE","North Europe","immigrant","Rich","Farm or Countryside",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,0,0.102341115606865,10995,1936,1
"female",31,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,1,2,0.0898063508264363,10855,1691,0
"male",46,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,1,0.194020718437839,10950,1855,1
"male",36,"IE","North Europe","immigrant","Rich","Small City",1,1,"services and sales workers",4,2,4,2,1,1,2,2,0.179631873668754,10939,1696,1
"female",25,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.269419011337644,11000,1910,1
"male",50,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.0898159368343771,11296,1706,1
"female",37,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,2,2,0.0670146706889629,11408,1838,1
"male",55,"IE","North Europe","native","Rich","Country Village",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.129110022210631,11031,1727,0
"female",41,"IE","North Europe","immigrant","Rich","Small City",1,1,"manager",3,2,3,2,1,0,0,1,0.217147991136569,11063,1686,1
"female",51,"IE","North Europe","autochthonous","Rich","Country Village",1,1,"skilled manual workers",2,1,2,1,1,0,0,0,0.144765351423684,11037,1762,0
"female",34,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,1,1,0.381103183068144,11315,1745,1
"female",33,"IE","North Europe","autochthonous","Rich","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,1,2,2,0.117613374777272,10838,1773,1
"female",36,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"professionals and employees",4,2,6,3,0,0,1,2,0.134029341377926,11239,1671,1
"male",42,"IE","North Europe","immigrant","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",3,2,3,2,1,0,1,2,0.194020718437839,11047,1916,1
"female",39,"IE","North Europe","immigrant","Rich","Small City",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.0511705578034326,11326,1711,1
"female",35,"IE","North Europe","autochthonous","Rich","Country Village",1,1,"skilled manual workers",6,3,2,1,0,0,0,1,0.102341115606865,11335,1835,0
"female",47,"IE","North Europe","autochthonous","Rich","Small City",1,1,"skilled manual workers",3,2,2,1,0,0,0,1,0.0670146706889629,10830,1905,0
"female",51,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",6,3,6,3,1,0,0,2,0.361913270562339,11065,1753,0
"female",30,"IE","North Europe","immigrant","Rich","Small City",1,1,"services and sales workers",3,2,3,2,1,0,0,0,0.235226749554545,11212,1771,1
"female",30,"IE","North Europe","autochthonous","Rich","Big City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.117613374777272,11432,1872,0
"female",28,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,2,2,0.127034414926881,10973,1717,0
"male",34,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",3,2,3,2,1,0,1,2,0.240767153581822,10831,1683,1
"male",49,"IE","North Europe","native","Rich","Country Village",1,1,"professionals and employees",6,3,3,2,0,0,0,2,0.179631873668754,10899,1790,1
"male",42,"IE","North Europe","autochthonous","Rich","Big City",1,1,"services and sales workers",3,2,3,2,1,0,0,0,0.137162022030887,11360,1749,1
"female",38,"IE","North Europe","native","Rich","Small City",1,1,"skilled manual workers",7,3,3,2,0,1,1,1,0.144765351423684,11425,1815,0
"female",48,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,0,0.0511705578034326,11273,1754,1
"female",47,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"skilled manual workers",3,2,4,2,1,0,0,0,0.201044053208554,10906,1758,1
"female",49,"IE","North Europe","ethnic minorities","Africa","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.201044053208554,11247,1799,1
"male",33,"IE","North Europe","immigrant","Asia","Small City",1,1,"professionals and employees",6,3,6,3,1,1,1,1,0.275764742886108,10850,1782,1
"male",44,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.179631873668754,10934,1911,1
"female",39,"IE","North Europe","autochthonous","Rich","Small City",1,1,"skilled manual workers",1,1,3,2,0,0,1,2,0.134029341377926,11252,1947,0
"female",54,"IE","North Europe","native","Rich","Small City",1,1,"skilled manual workers",2,1,2,1,1,0,0,0,0.134029341377926,11241,1727,1
"female",36,"IE","North Europe","native","Rich","Farm or Countryside",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,0,0.0670146706889629,11366,1922,1
"male",51,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",2,1,2,1,1,0,1,1,0.485051878377926,11022,1794,0
"female",42,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,0,"6666666666",2,1,4,2,0,0,0,1,0.217147991136569,11029,1800,0
"female",48,"IE","North Europe","autochthonous","Rich","Country Village",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.268058682755852,11401,1923,1
"male",52,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.0685810110154435,10994,1951,0
"male",33,"IE","North Europe","native","Africa","Suburbs or Outskirts of Big City",1,1,"manager",5,3,5,3,1,0,1,1,0.260052946737868,11143,1677,1
"male",27,"IE","North Europe","immigrant","Asia","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.120383576790911,11236,1710,0
"male",45,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"manager",3,2,7,3,0,0,1,1,0.269447810503131,10835,1785,0
"male",51,"IE","North Europe","autochthonous","Rich","Big City",1,1,"services and sales workers",6,3,6,3,1,0,0,0,0.449079704742718,11220,1667,1
"male",51,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.0970103592189193,10955,1817,1
"female",54,"IE","North Europe","immigrant","Rich","Farm or Countryside",1,1,"skilled manual workers",5,3,3,2,0,0,0,0,0.201044053208554,10878,1728,1
"female",34,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,1,2,4,0.127034414926881,11420,1777,0
"male",51,"IE","North Europe","immigrant","Europe","Small City",1,1,"elementary occupations",5,3,6,3,1,0,0,0,0.194020718437839,11190,1802,0
"male",35,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,1,1,1,0.137162022030887,11359,1720,1
"female",40,"IE","North Europe","immigrant","Rich","Small City",1,1,"skilled manual workers",7,3,3,2,0,0,0,0,0.144765351423684,11185,1937,0
"female",49,"IE","North Europe","autochthonous","Rich","Big City",1,1,"skilled manual workers",3,2,4,2,1,0,0,0,0.201044053208554,10906,1758,1
"male",35,"IE","North Europe","immigrant","Rich","Big City",1,1,"professionals and employees",7,3,8,3,1,0,0,0,0.194020718437839,11176,1694,1
"female",55,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"skilled manual workers",1,1,1,1,1,0,0,0,0.215270984955102,10993,1944,0
"male",49,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.194020718437839,11047,1916,0
"female",53,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.361913270562339,10974,1794,1
"female",46,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.144765351423684,10829,1946,1
"male",42,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"professionals and employees",7,3,7,3,1,1,3,3,0.269447810503131,11403,1881,1
"female",45,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",7,3,7,3,1,0,0,0,0.201044053208554,10834,1812,0
"male",49,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.179631873668754,10934,1911,1
"male",41,"IE","North Europe","immigrant","Rich","Big City",1,0,"6666666666",7,3,7,3,1,0,1,2,0.359263747337508,10883,1787,1
"male",35,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,0,"6666666666",7,3,4,2,0,1,2,2,0.194020718437839,11140,1845,1
"male",32,"IE","North Europe","autochthonous","Rich","Small City",1,1,"professionals and employees",7,3,7,3,1,1,1,1,0.18384317563796,11357,1829,1
"female",55,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.0761272100637048,10869,1893,0
"male",30,"IE","North Europe","autochthonous","Rich","Big City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.275764742886108,11360,1749,1
"female",47,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,2,0.289530702847368,11062,1766,1
"female",54,"IE","North Europe","autochthonous","Rich","Small City",1,1,"services and sales workers",3,2,3,2,1,0,0,0,0.102341115606865,11325,1718,1
"female",38,"IE","North Europe","native","Rich","Farm or Countryside",1,1,"professionals and employees",3,2,6,3,0,2,2,2,0.153511688838422,11376,1704,1
"male",39,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.194020718437839,11056,1861,1
"female",36,"IE","North Europe","immigrant","Rich","Small City",1,1,"elementary occupations",4,2,4,2,1,0,1,2,0.204682231213731,11262,1663,0
"male",48,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,0,"6666666666",5,3,2,1,0,0,0,0,0.388041436875677,10944,1710,1
"female",47,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.0723826757118419,11149,1882,1
"male",28,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.240767153581822,10895,1667,1
"female",31,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,0,"6666666666",3,2,3,2,1,0,1,1,0.254068829853761,11086,1878,0
"female",54,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"skilled manual workers",2,1,2,1,1,0,0,0,0.102341115606865,11323,1877,0
"female",41,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,2,0.0723826757118419,11052,1883,1
"female",47,"IE","North Europe","immigrant","Rich","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.144765351423684,11418,1822,1
"female",46,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,1,0.0723826757118419,11206,1728,1
"female",49,"IE","North Europe","immigrant","Rich","Farm or Countryside",1,1,"professionals and employees",6,3,7,3,1,0,0,2,0.134029341377926,10875,1664,0
"female",39,"IE","North Europe","autochthonous","Rich","Big City",1,1,"professionals and employees",4,2,4,2,1,1,2,3,0.201044053208554,11247,1799,1
"female",34,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,1,1,2,0.127034414926881,11205,1708,0
"male",55,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",1,1,6666666666,6666666666,6666666666,0,0,0,0.0597675149753302,10859,1890,1
"male",51,"IE","North Europe","immigrant","Asia","Big City",1,0,"6666666666",5,3,6,3,1,0,1,2,0.269447810503131,11430,1795,1
"female",39,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"skilled manual workers",4,2,5,3,0,0,2,2,0.144765351423684,11179,1941,1
"female",35,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.289530702847368,11099,1827,1
"female",40,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,0,0.0670146706889629,10878,1728,1
"female",49,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.0511705578034326,11326,1711,0
"female",38,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.102341115606865,11340,1925,1
"female",50,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"services and sales workers",4,2,3,2,1,0,0,1,0.255852835301536,11381,1848,0
"female",41,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"skilled manual workers",5,3,2,1,0,0,3,3,0.144765351423684,11072,1829,1
"male",35,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",7,3,7,3,1,1,1,1,0.194020718437839,11086,1878,1
"female",55,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"manager",3,2,2,1,0,0,0,0,0.140963059316894,11370,1918,1
"female",26,"IE","North Europe","autochthonous","Rich","Big City",1,1,"manager",6,3,6,3,1,0,0,0,0.254068829853761,11110,1849,1
"female",31,"IE","North Europe","autochthonous","Rich","Small City",1,0,"6666666666",3,2,0,1,0,0,3,3,0.235226749554545,10918,1854,0
"male",39,"IE","North Europe","autochthonous","Rich","Small City",1,1,"professionals and employees",3,2,6,3,0,1,1,1,0.179631873668754,10909,1810,1
"female",46,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,0,"6666666666",7,3,6,3,1,0,1,1,0.0511705578034326,10986,1657,1
"male",34,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,0,0.0919215878189802,11386,1740,1
"male",33,"IE","North Europe","immigrant","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.130026473368934,11098,1791,1
"male",47,"IE","North Europe","immigrant","Rich","Big City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,2,2,0.0898159368343771,11200,1847,0
"female",34,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"manager",5,3,5,3,1,1,1,1,0.235226749554545,11238,1731,1
"female",35,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",7,3,7,3,1,2,2,2,0.144765351423684,11044,1737,0
"female",33,"IE","North Europe","autochthonous","Rich","Small City",1,1,"services and sales workers",7,3,6,3,1,2,2,2,0.235226749554545,10842,1736,1
"female",40,"IE","North Europe","autochthonous","Rich","Small City",1,1,"elementary occupations",3,2,2,1,0,0,2,2,0.201044053208554,11260,1803,0
"female",42,"IE","North Europe","immigrant","Africa","Country Village",1,0,"6666666666",4,2,3,2,1,1,2,3,0.134029341377926,11304,1819,1
"male",26,"IE","North Europe","immigrant","Asia","Small City",1,0,"6666666666",4,2,4,2,1,1,1,1,0.260052946737868,11207,1738,1
"male",39,"IE","North Europe","autochthonous","Rich","Small City",1,1,"professionals and employees",8,3,7,3,1,1,1,1,0.194020718437839,11034,1797,1
"male",47,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,0,"6666666666",4,2,3,2,1,0,0,0,0.194020718437839,11091,1659,1
"male",50,"IE","North Europe","immigrant","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",7,3,7,3,1,0,2,3,0.485051878377926,11045,1837,1
"female",31,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"skilled manual workers",5,3,4,2,0,0,3,3,0.254068829853761,11134,1793,1
"male",54,"IE","North Europe","autochthonous","Rich","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.137162022030887,10963,1880,0
"female",29,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.269419011337644,11269,1676,1
"female",37,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,0,"services and sales workers",4,2,4,2,1,0,0,0,0.144765351423684,10828,1748,1
"female",37,"IE","North Europe","autochthonous","Rich","Small City",1,1,"skilled manual workers",5,3,3,2,0,1,2,2,0.144765351423684,11081,1850,1
"male",52,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.0970103592189193,11207,1738,1
"female",55,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.15225442012741,10900,1821,0
"female",36,"IE","North Europe","immigrant","Africa","Small City",1,0,"6666666666",6,3,6,3,1,0,2,2,0.144765351423684,11036,1791,1
"female",47,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.0723826757118419,11044,1737,0
"male",42,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"professionals and employees",5,3,5,3,1,0,1,2,0.179631873668754,10826,1650,1
"male",53,"IE","North Europe","autochthonous","Rich","Big City",1,0,"6666666666",1,1,2,1,1,0,0,0,0.388041436875677,10881,1668,1
"female",38,"IE","North Europe","autochthonous","Rich","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.0723826757118419,11118,1919,1
"female",41,"IE","North Europe","autochthonous","Rich","Small City",1,1,"elementary occupations",2,1,2,1,1,0,2,2,0.134029341377926,11301,1836,0
"male",51,"IE","North Europe","autochthonous","Rich","Farm or Countryside",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,0,0.179631873668754,11337,1781,1
"female",48,"IE","North Europe","autochthonous","Rich","Big City",1,1,"professionals and employees",6,3,6,3,1,0,2,3,0.217147991136569,11118,1919,0
"male",32,"IE","North Europe","immigrant","Rich","Small City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.240767153581822,11197,1691,1
"female",43,"IE","North Europe","ethnic minorities","Africa","Small City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,1,4,5,0.144765351423684,11035,1812,0
"male",35,"IE","North Europe","autochthonous","Rich","Small City",1,1,"professionals and employees",3,2,5,3,0,0,2,2,0.269447810503131,11244,1719,1
"female",33,"IE","North Europe","immigrant","Rich","Big City",1,0,"6666666666",2,1,3,2,0,0,0,0,0.254068829853761,10912,1724,0
"male",42,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.0970103592189193,11175,1665,0
"male",46,"IE","North Europe","autochthonous","Rich","Small City",1,1,"elementary occupations",3,2,6,3,0,0,0,0,0.194020718437839,11420,1777,1
"male",39,"IE","North Europe","autochthonous","Rich","Country Village",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.0898159368343771,10899,1790,1
"female",43,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,1,3,3,0.144765351423684,11101,1862,0
"male",41,"IE","North Europe","autochthonous","Rich","Small City",1,0,"6666666666",3,2,4,2,1,0,0,0,0.269447810503131,11196,1722,1
"male",47,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"skilled manual workers",5,3,7,3,1,0,2,3,0.179631873668754,11224,1729,1
"female",37,"IE","North Europe","autochthonous","Rich","Country Village",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,1,2,2,0.0723826757118419,11004,1935,1
"male",39,"IE","North Europe","autochthonous","Rich","Small City",1,1,"professionals and employees",5,3,5,3,1,0,2,3,0.194020718437839,10961,1897,1
"female",42,"IE","North Europe","autochthonous","Rich","Small City",1,1,"manager",7,3,5,3,1,0,0,0,0.144765351423684,11186,1792,1
"female",32,"IE","North Europe","autochthonous","Rich","Farm or Countryside",1,1,"skilled manual workers",7,3,4,2,0,1,2,2,0.254068829853761,11038,1788,1
"male",42,"IE","North Europe","autochthonous","Rich","Small City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.0898159368343771,10905,1778,0
"male",42,"IE","North Europe","autochthonous","Rich","Suburbs or Outskirts of Big City",1,1,"professionals and employees",6,3,6,3,1,0,2,3,0.179631873668754,11249,1811,1
"female",40,"IE","North Europe","autochthonous","Rich","Big City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,1,1,0.0670146706889629,11236,1710,1
"male",27,"IE","North Europe","ethnic minorities","Europe","Small City",0,0,"6666666666",5,3,6666666666,6666666666,6666666666,0,0,0,0.690194916810286,10974,1794,0
"female",48,"IE","North Europe","autochthonous","Rich","Big City",1,1,"skilled manual workers",5,3,3,2,0,0,1,1,0.134029341377926,11305,1831,1
"female",46,"IE","North Europe","autochthonous","Rich","Small City",1,1,"manager",7,3,7,3,1,0,2,2,0.144765351423684,10955,1817,0
